Feature-Set;NSHAP-Value
cerebrovascular.disease,chronic.kidney.disease,asthma;-0.0000
cerebrovascular.disease,chronic.kidney.disease,copd;0.0000
cerebrovascular.disease,chronic.kidney.disease,dementia;0.0000
cerebrovascular.disease,chronic.kidney.disease,cancer;-0.0000
cerebrovascular.disease,asthma,copd;0.0000
cerebrovascular.disease,asthma,dementia;-0.0000
cerebrovascular.disease,asthma,cancer;-0.0000
cerebrovascular.disease,copd,dementia;0.0000
cerebrovascular.disease,copd,cancer;0.0000
cerebrovascular.disease,dementia,cancer;0.0002
hepatitis,endstage.renal.disease,chronic.kidney.disease;0.0000
hepatitis,endstage.renal.disease,asthma;-0.0000
hepatitis,endstage.renal.disease,copd;0.0000
hepatitis,endstage.renal.disease,dementia;-0.0000
hepatitis,endstage.renal.disease,cancer;0.0000
hepatitis,chronic.kidney.disease,asthma;0.0000
hepatitis,chronic.kidney.disease,copd;0.0000
hepatitis,chronic.kidney.disease,dementia;-0.0000
hepatitis,chronic.kidney.disease,cancer;0.0000
hepatitis,asthma,copd;0.0000
hepatitis,asthma,dementia;-0.0000
hepatitis,asthma,cancer;0.0000
hepatitis,copd,dementia;-0.0000
hepatitis,copd,cancer;0.0000
hepatitis,dementia,cancer;0.0000
endstage.renal.disease,chronic.kidney.disease,asthma;0.0000
endstage.renal.disease,chronic.kidney.disease,copd;0.0000
endstage.renal.disease,chronic.kidney.disease,dementia;0.0002
endstage.renal.disease,chronic.kidney.disease,cancer;0.0000
endstage.renal.disease,asthma,copd;0.0000
endstage.renal.disease,asthma,dementia;-0.0000
endstage.renal.disease,asthma,cancer;0.0000
endstage.renal.disease,copd,dementia;-0.0000
endstage.renal.disease,copd,cancer;0.0000
endstage.renal.disease,dementia,cancer;-0.0000
chronic.kidney.disease,asthma,copd;0.0003
chronic.kidney.disease,asthma,dementia;-0.0001
chronic.kidney.disease,asthma,cancer;-0.0001
chronic.kidney.disease,copd,dementia;-0.0000
chronic.kidney.disease,copd,cancer;-0.0000
chronic.kidney.disease,dementia,cancer;-0.0000
asthma,copd,dementia;-0.0001
asthma,copd,cancer;0.0001
asthma,dementia,cancer;-0.0000
copd,dementia,cancer;0.0000
age,race,sex,hypertension;0.0074
age,race,sex,hyperlipidemia;-0.0076
age,race,sex,diabetes;0.0128
age,race,sex,coronary.artery.disease;-0.0099
age,race,sex,chf;-0.0139
age,race,sex,cerebrovascular.disease;0.0040
age,race,sex,hepatitis;0.0001
age,race,sex,endstage.renal.disease;-0.0011
age,race,sex,chronic.kidney.disease;0.0010
age,race,sex,asthma;0.0011
age,race,sex,copd;-0.0003
age,race,sex,dementia;-0.0004
age,race,sex,cancer;0.0015
age,race,hypertension,hyperlipidemia;0.0034
age,race,hypertension,diabetes;-0.0896
age,race,hypertension,coronary.artery.disease;0.0234
age,race,hypertension,chf;0.0041
age,race,hypertension,cerebrovascular.disease;-0.0002
age,race,hypertension,hepatitis;0.0009
age,race,hypertension,endstage.renal.disease;0.0005
age,race,hypertension,chronic.kidney.disease;0.0004
age,race,hypertension,asthma;0.0010
age,race,hypertension,copd;0.0015
age,race,hypertension,dementia;0.0019
age,race,hypertension,cancer;0.0018
age,race,hyperlipidemia,diabetes;-0.0032
age,race,hyperlipidemia,coronary.artery.disease;-0.0086
age,race,hyperlipidemia,chf;0.0074
age,race,hyperlipidemia,cerebrovascular.disease;-0.0007
age,race,hyperlipidemia,hepatitis;-0.0001
age,race,hyperlipidemia,endstage.renal.disease;-0.0004
age,race,hyperlipidemia,chronic.kidney.disease;-0.0002
age,race,hyperlipidemia,asthma;-0.0001
age,race,hyperlipidemia,copd;-0.0003
age,race,hyperlipidemia,dementia;0.0013
age,race,hyperlipidemia,cancer;0.0013
age,race,diabetes,coronary.artery.disease;0.0417
age,race,diabetes,chf;0.0008
age,race,diabetes,cerebrovascular.disease;-0.0007
age,race,diabetes,hepatitis;0.0006
age,race,diabetes,endstage.renal.disease;0.0015
age,race,diabetes,chronic.kidney.disease;-0.0001
age,race,diabetes,asthma;0.0007
age,race,diabetes,copd;0.0014
age,race,diabetes,dementia;-0.0003
age,race,diabetes,cancer;0.0034
age,race,coronary.artery.disease,chf;0.0054
age,race,coronary.artery.disease,cerebrovascular.disease;0.0025
age,race,coronary.artery.disease,hepatitis;0.0001
age,race,coronary.artery.disease,endstage.renal.disease;-0.0009
age,race,coronary.artery.disease,chronic.kidney.disease;0.0016
age,race,coronary.artery.disease,asthma;0.0012
age,race,coronary.artery.disease,copd;0.0021
age,race,coronary.artery.disease,dementia;0.0015
age,race,coronary.artery.disease,cancer;0.0009
age,race,chf,cerebrovascular.disease;-0.0003
age,race,chf,hepatitis;-0.0001
age,race,chf,endstage.renal.disease;-0.0005
age,race,chf,chronic.kidney.disease;0.0001
age,race,chf,asthma;-0.0006
age,race,chf,copd;0.0000
age,race,chf,dementia;-0.0007
age,race,chf,cancer;-0.0003
age,race,cerebrovascular.disease,hepatitis;-0.0000
age,race,cerebrovascular.disease,endstage.renal.disease;-0.0001
age,race,cerebrovascular.disease,chronic.kidney.disease;-0.0001
age,race,cerebrovascular.disease,asthma;-0.0000
age,race,cerebrovascular.disease,copd;-0.0002
age,race,cerebrovascular.disease,dementia;0.0000
age,race,cerebrovascular.disease,cancer;-0.0001
age,race,hepatitis,endstage.renal.disease;0.0001
age,race,hepatitis,chronic.kidney.disease;-0.0000
age,race,hepatitis,asthma;-0.0001
age,race,hepatitis,copd;0.0000
age,race,hepatitis,dementia;-0.0001
age,race,hepatitis,cancer;-0.0002
age,race,endstage.renal.disease,chronic.kidney.disease;-0.0002
age,race,endstage.renal.disease,asthma;-0.0001
age,race,endstage.renal.disease,copd;0.0001
age,race,endstage.renal.disease,dementia;-0.0000
age,race,endstage.renal.disease,cancer;-0.0000
age,race,chronic.kidney.disease,asthma;-0.0002
age,race,chronic.kidney.disease,copd;-0.0003
age,race,chronic.kidney.disease,dementia;-0.0003
age,race,chronic.kidney.disease,cancer;-0.0002
age,race,asthma,copd;-0.0007
age,race,asthma,dementia;-0.0001
age,race,asthma,cancer;-0.0001
age,race,copd,dementia;-0.0000
age,race,copd,cancer;-0.0004
age,race,dementia,cancer;-0.0003
age,sex,hypertension,hyperlipidemia;-0.0002
age,sex,hypertension,diabetes;0.0007
age,sex,hypertension,coronary.artery.disease;0.0062
age,sex,hypertension,chf;-0.0019
age,sex,hypertension,cerebrovascular.disease;-0.0012
age,sex,hypertension,hepatitis;0.0001
age,sex,hypertension,endstage.renal.disease;0.0002
age,sex,hypertension,chronic.kidney.disease;-0.0000
age,sex,hypertension,asthma;0.0005
age,sex,hypertension,copd;0.0005
age,sex,hypertension,dementia;0.0003
age,sex,hypertension,cancer;-0.0013
age,sex,hyperlipidemia,diabetes;-0.0037
age,sex,hyperlipidemia,coronary.artery.disease;0.0104
age,sex,hyperlipidemia,chf;-0.0063
age,sex,hyperlipidemia,cerebrovascular.disease;0.0007
age,sex,hyperlipidemia,hepatitis;0.0000
age,sex,hyperlipidemia,endstage.renal.disease;-0.0005
age,sex,hyperlipidemia,chronic.kidney.disease;0.0015
age,sex,hyperlipidemia,asthma;0.0009
age,sex,hyperlipidemia,copd;0.0001
age,sex,hyperlipidemia,dementia;-0.0004
age,sex,hyperlipidemia,cancer;0.0011
age,sex,diabetes,coronary.artery.disease;0.0113
age,sex,diabetes,chf;-0.0029
age,sex,diabetes,cerebrovascular.disease;0.0002
age,sex,diabetes,hepatitis;0.0001
age,sex,diabetes,endstage.renal.disease;0.0028
age,sex,diabetes,chronic.kidney.disease;0.0004
age,sex,diabetes,asthma;0.0009
age,sex,diabetes,copd;0.0017
age,sex,diabetes,dementia;0.0140
age,sex,diabetes,cancer;0.0023
age,sex,coronary.artery.disease,chf;-0.0055
age,sex,coronary.artery.disease,cerebrovascular.disease;0.0009
age,sex,coronary.artery.disease,hepatitis;0.0000
age,sex,coronary.artery.disease,endstage.renal.disease;0.0014
age,sex,coronary.artery.disease,chronic.kidney.disease;0.0008
age,sex,coronary.artery.disease,asthma;-0.0014
age,sex,coronary.artery.disease,copd;0.0002
age,sex,coronary.artery.disease,dementia;-0.0005
age,sex,coronary.artery.disease,cancer;-0.0007
age,sex,chf,cerebrovascular.disease;-0.0008
age,sex,chf,hepatitis;-0.0003
age,sex,chf,endstage.renal.disease;0.0006
age,sex,chf,chronic.kidney.disease;-0.0004
age,sex,chf,asthma;-0.0023
age,sex,chf,copd;-0.0002
age,sex,chf,dementia;-0.0010
age,sex,chf,cancer;-0.0010
age,sex,cerebrovascular.disease,hepatitis;0.0000
age,sex,cerebrovascular.disease,endstage.renal.disease;0.0001
age,sex,cerebrovascular.disease,chronic.kidney.disease;0.0001
age,sex,cerebrovascular.disease,asthma;-0.0000
age,sex,cerebrovascular.disease,copd;0.0003
age,sex,cerebrovascular.disease,dementia;-0.0002
age,sex,cerebrovascular.disease,cancer;0.0001
age,sex,hepatitis,endstage.renal.disease;0.0000
age,sex,hepatitis,chronic.kidney.disease;0.0001
age,sex,hepatitis,asthma;-0.0001
age,sex,hepatitis,copd;0.0000
age,sex,hepatitis,dementia;-0.0000
age,sex,hepatitis,cancer;-0.0001
age,sex,endstage.renal.disease,chronic.kidney.disease;0.0007
age,sex,endstage.renal.disease,asthma;0.0002
age,sex,endstage.renal.disease,copd;0.0000
age,sex,endstage.renal.disease,dementia;0.0000
age,sex,endstage.renal.disease,cancer;0.0001
age,sex,chronic.kidney.disease,asthma;-0.0001
age,sex,chronic.kidney.disease,copd;-0.0000
age,sex,chronic.kidney.disease,dementia;0.0001
age,sex,chronic.kidney.disease,cancer;-0.0001
age,sex,asthma,copd;0.0009
age,sex,asthma,dementia;-0.0001
age,sex,asthma,cancer;-0.0001
age,sex,copd,dementia;-0.0004
age,sex,copd,cancer;-0.0005
age,sex,dementia,cancer;-0.0005
age,hypertension,hyperlipidemia,diabetes;-0.0038
age,hypertension,hyperlipidemia,coronary.artery.disease;0.0017
age,hypertension,hyperlipidemia,chf;0.0008
age,hypertension,hyperlipidemia,cerebrovascular.disease;0.0002
age,hypertension,hyperlipidemia,hepatitis;0.0000
age,hypertension,hyperlipidemia,endstage.renal.disease;0.0000
age,hypertension,hyperlipidemia,chronic.kidney.disease;0.0005
age,hypertension,hyperlipidemia,asthma;0.0000
age,hypertension,hyperlipidemia,copd;-0.0000
age,hypertension,hyperlipidemia,dementia;0.0002
age,hypertension,hyperlipidemia,cancer;0.0001
age,hypertension,diabetes,coronary.artery.disease;-0.0267
age,hypertension,diabetes,chf;-0.0003
age,hypertension,diabetes,cerebrovascular.disease;-0.0024
age,hypertension,diabetes,hepatitis;-0.0007
age,hypertension,diabetes,endstage.renal.disease;-0.0022
age,hypertension,diabetes,chronic.kidney.disease;-0.0004
age,hypertension,diabetes,asthma;-0.0042
age,hypertension,diabetes,copd;-0.0002
age,hypertension,diabetes,dementia;0.0003
age,hypertension,diabetes,cancer;-0.0043
age,hypertension,coronary.artery.disease,chf;0.0038
age,hypertension,coronary.artery.disease,cerebrovascular.disease;0.0004
age,hypertension,coronary.artery.disease,hepatitis;0.0001
age,hypertension,coronary.artery.disease,endstage.renal.disease;0.0003
age,hypertension,coronary.artery.disease,chronic.kidney.disease;-0.0005
age,hypertension,coronary.artery.disease,asthma;0.0002
age,hypertension,coronary.artery.disease,copd;0.0002
age,hypertension,coronary.artery.disease,dementia;0.0012
age,hypertension,coronary.artery.disease,cancer;0.0006
age,hypertension,chf,cerebrovascular.disease;0.0000
age,hypertension,chf,hepatitis;0.0000
age,hypertension,chf,endstage.renal.disease;0.0003
age,hypertension,chf,chronic.kidney.disease;0.0005
age,hypertension,chf,asthma;0.0001
age,hypertension,chf,copd;0.0004
age,hypertension,chf,dementia;0.0008
age,hypertension,chf,cancer;0.0001
age,hypertension,cerebrovascular.disease,hepatitis;0.0001
age,hypertension,cerebrovascular.disease,endstage.renal.disease;-0.0000
age,hypertension,cerebrovascular.disease,chronic.kidney.disease;-0.0000
age,hypertension,cerebrovascular.disease,asthma;0.0000
age,hypertension,cerebrovascular.disease,copd;-0.0000
age,hypertension,cerebrovascular.disease,dementia;0.0001
age,hypertension,cerebrovascular.disease,cancer;-0.0000
age,hypertension,hepatitis,endstage.renal.disease;0.0000
age,hypertension,hepatitis,chronic.kidney.disease;-0.0000
age,hypertension,hepatitis,asthma;0.0000
age,hypertension,hepatitis,copd;0.0000
age,hypertension,hepatitis,dementia;-0.0000
age,hypertension,hepatitis,cancer;0.0000
age,hypertension,endstage.renal.disease,chronic.kidney.disease;0.0002
age,hypertension,endstage.renal.disease,asthma;0.0000
age,hypertension,endstage.renal.disease,copd;-0.0000
age,hypertension,endstage.renal.disease,dementia;-0.0000
age,hypertension,endstage.renal.disease,cancer;0.0002
age,hypertension,chronic.kidney.disease,asthma;0.0000
age,hypertension,chronic.kidney.disease,copd;-0.0000
age,hypertension,chronic.kidney.disease,dementia;0.0000
age,hypertension,chronic.kidney.disease,cancer;0.0000
age,hypertension,asthma,copd;0.0002
age,hypertension,asthma,dementia;0.0000
age,hypertension,asthma,cancer;0.0000
age,hypertension,copd,dementia;0.0001
age,hypertension,copd,cancer;-0.0002
age,hypertension,dementia,cancer;0.0001
age,hyperlipidemia,diabetes,coronary.artery.disease;-0.0157
age,hyperlipidemia,diabetes,chf;-0.0085
age,hyperlipidemia,diabetes,cerebrovascular.disease;-0.0019
age,hyperlipidemia,diabetes,hepatitis;-0.0002
age,hyperlipidemia,diabetes,endstage.renal.disease;0.0004
age,hyperlipidemia,diabetes,chronic.kidney.disease;-0.0000
age,hyperlipidemia,diabetes,asthma;-0.0009
age,hyperlipidemia,diabetes,copd;-0.0014
age,hyperlipidemia,diabetes,dementia;-0.0019
age,hyperlipidemia,diabetes,cancer;-0.0012
age,hyperlipidemia,coronary.artery.disease,chf;-0.0068
age,hyperlipidemia,coronary.artery.disease,cerebrovascular.disease;0.0000
age,hyperlipidemia,coronary.artery.disease,hepatitis;0.0002
age,hyperlipidemia,coronary.artery.disease,endstage.renal.disease;0.0013
age,hyperlipidemia,coronary.artery.disease,chronic.kidney.disease;0.0018
age,hyperlipidemia,coronary.artery.disease,asthma;0.0012
age,hyperlipidemia,coronary.artery.disease,copd;0.0003
age,hyperlipidemia,coronary.artery.disease,dementia;0.0017
age,hyperlipidemia,coronary.artery.disease,cancer;0.0024
age,hyperlipidemia,chf,cerebrovascular.disease;-0.0012
age,hyperlipidemia,chf,hepatitis;-0.0000
age,hyperlipidemia,chf,endstage.renal.disease;-0.0003
age,hyperlipidemia,chf,chronic.kidney.disease;-0.0001
age,hyperlipidemia,chf,asthma;-0.0003
age,hyperlipidemia,chf,copd;-0.0016
age,hyperlipidemia,chf,dementia;-0.0002
age,hyperlipidemia,chf,cancer;-0.0000
age,hyperlipidemia,cerebrovascular.disease,hepatitis;0.0000
age,hyperlipidemia,cerebrovascular.disease,endstage.renal.disease;-0.0000
age,hyperlipidemia,cerebrovascular.disease,chronic.kidney.disease;0.0002
age,hyperlipidemia,cerebrovascular.disease,asthma;-0.0001
age,hyperlipidemia,cerebrovascular.disease,copd;-0.0003
age,hyperlipidemia,cerebrovascular.disease,dementia;0.0005
age,hyperlipidemia,cerebrovascular.disease,cancer;0.0000
age,hyperlipidemia,hepatitis,endstage.renal.disease;0.0000
age,hyperlipidemia,hepatitis,chronic.kidney.disease;0.0001
age,hyperlipidemia,hepatitis,asthma;0.0000
age,hyperlipidemia,hepatitis,copd;-0.0000
age,hyperlipidemia,hepatitis,dementia;-0.0000
age,hyperlipidemia,hepatitis,cancer;-0.0000
age,hyperlipidemia,endstage.renal.disease,chronic.kidney.disease;0.0002
age,hyperlipidemia,endstage.renal.disease,asthma;-0.0000
age,hyperlipidemia,endstage.renal.disease,copd;0.0000
age,hyperlipidemia,endstage.renal.disease,dementia;-0.0001
age,hyperlipidemia,endstage.renal.disease,cancer;0.0001
age,hyperlipidemia,chronic.kidney.disease,asthma;0.0001
age,hyperlipidemia,chronic.kidney.disease,copd;0.0001
age,hyperlipidemia,chronic.kidney.disease,dementia;0.0001
age,hyperlipidemia,chronic.kidney.disease,cancer;0.0005
age,hyperlipidemia,asthma,copd;-0.0002
age,hyperlipidemia,asthma,dementia;-0.0000
age,hyperlipidemia,asthma,cancer;-0.0000
age,hyperlipidemia,copd,dementia;-0.0001
age,hyperlipidemia,copd,cancer;-0.0002
age,hyperlipidemia,dementia,cancer;0.0006
age,diabetes,coronary.artery.disease,chf;0.0070
age,diabetes,coronary.artery.disease,cerebrovascular.disease;-0.0006
age,diabetes,coronary.artery.disease,hepatitis;0.0000
age,diabetes,coronary.artery.disease,endstage.renal.disease;0.0002
age,diabetes,coronary.artery.disease,chronic.kidney.disease;0.0001
age,diabetes,coronary.artery.disease,asthma;0.0005
age,diabetes,coronary.artery.disease,copd;0.0020
age,diabetes,coronary.artery.disease,dementia;0.0023
age,diabetes,coronary.artery.disease,cancer;0.0006
age,diabetes,chf,cerebrovascular.disease;0.0001
age,diabetes,chf,hepatitis;0.0001
age,diabetes,chf,endstage.renal.disease;0.0002
age,diabetes,chf,chronic.kidney.disease;0.0005
age,diabetes,chf,asthma;0.0008
age,diabetes,chf,copd;0.0011
age,diabetes,chf,dementia;0.0005
age,diabetes,chf,cancer;-0.0001
age,diabetes,cerebrovascular.disease,hepatitis;0.0001
age,diabetes,cerebrovascular.disease,endstage.renal.disease;0.0001
age,diabetes,cerebrovascular.disease,chronic.kidney.disease;-0.0001
age,diabetes,cerebrovascular.disease,asthma;0.0001
age,diabetes,cerebrovascular.disease,copd;0.0002
age,diabetes,cerebrovascular.disease,dementia;0.0002
age,diabetes,cerebrovascular.disease,cancer;-0.0001
age,diabetes,hepatitis,endstage.renal.disease;0.0002
age,diabetes,hepatitis,chronic.kidney.disease;0.0000
age,diabetes,hepatitis,asthma;-0.0000
age,diabetes,hepatitis,copd;0.0001
age,diabetes,hepatitis,dementia;-0.0000
age,diabetes,hepatitis,cancer;0.0001
age,diabetes,endstage.renal.disease,chronic.kidney.disease;0.0002
age,diabetes,endstage.renal.disease,asthma;0.0000
age,diabetes,endstage.renal.disease,copd;0.0002
age,diabetes,endstage.renal.disease,dementia;0.0000
age,diabetes,endstage.renal.disease,cancer;0.0001
age,diabetes,chronic.kidney.disease,asthma;0.0000
age,diabetes,chronic.kidney.disease,copd;0.0000
age,diabetes,chronic.kidney.disease,dementia;0.0001
age,diabetes,chronic.kidney.disease,cancer;0.0001
age,diabetes,asthma,copd;0.0004
age,diabetes,asthma,dementia;0.0001
age,diabetes,asthma,cancer;-0.0000
age,diabetes,copd,dementia;0.0003
age,diabetes,copd,cancer;-0.0001
age,diabetes,dementia,cancer;0.0002
age,coronary.artery.disease,chf,cerebrovascular.disease;0.0005
age,coronary.artery.disease,chf,hepatitis;0.0002
age,coronary.artery.disease,chf,endstage.renal.disease;0.0009
age,coronary.artery.disease,chf,chronic.kidney.disease;-0.0001
age,coronary.artery.disease,chf,asthma;0.0011
age,coronary.artery.disease,chf,copd;-0.0004
age,coronary.artery.disease,chf,dementia;0.0023
age,coronary.artery.disease,chf,cancer;0.0004
age,coronary.artery.disease,cerebrovascular.disease,hepatitis;0.0000
age,coronary.artery.disease,cerebrovascular.disease,endstage.renal.disease;0.0002
age,coronary.artery.disease,cerebrovascular.disease,chronic.kidney.disease;-0.0002
age,coronary.artery.disease,cerebrovascular.disease,asthma;0.0002
age,coronary.artery.disease,cerebrovascular.disease,copd;-0.0001
age,coronary.artery.disease,cerebrovascular.disease,dementia;0.0003
age,coronary.artery.disease,cerebrovascular.disease,cancer;0.0002
age,coronary.artery.disease,hepatitis,endstage.renal.disease;0.0000
age,coronary.artery.disease,hepatitis,chronic.kidney.disease;-0.0000
age,coronary.artery.disease,hepatitis,asthma;0.0000
age,coronary.artery.disease,hepatitis,copd;-0.0000
age,coronary.artery.disease,hepatitis,dementia;0.0000
age,coronary.artery.disease,hepatitis,cancer;0.0001
age,coronary.artery.disease,endstage.renal.disease,chronic.kidney.disease;0.0004
age,coronary.artery.disease,endstage.renal.disease,asthma;-0.0000
age,coronary.artery.disease,endstage.renal.disease,copd;0.0000
age,coronary.artery.disease,endstage.renal.disease,dementia;0.0001
age,coronary.artery.disease,endstage.renal.disease,cancer;0.0000
age,coronary.artery.disease,chronic.kidney.disease,asthma;-0.0000
age,coronary.artery.disease,chronic.kidney.disease,copd;-0.0001
age,coronary.artery.disease,chronic.kidney.disease,dementia;0.0001
age,coronary.artery.disease,chronic.kidney.disease,cancer;0.0001
age,coronary.artery.disease,asthma,copd;-0.0009
age,coronary.artery.disease,asthma,dementia;0.0002
age,coronary.artery.disease,asthma,cancer;0.0000
age,coronary.artery.disease,copd,dementia;0.0001
age,coronary.artery.disease,copd,cancer;0.0000
age,coronary.artery.disease,dementia,cancer;0.0009
age,chf,cerebrovascular.disease,hepatitis;0.0000
age,chf,cerebrovascular.disease,endstage.renal.disease;0.0000
age,chf,cerebrovascular.disease,chronic.kidney.disease;0.0001
age,chf,cerebrovascular.disease,asthma;0.0000
age,chf,cerebrovascular.disease,copd;-0.0001
age,chf,cerebrovascular.disease,dementia;0.0004
age,chf,cerebrovascular.disease,cancer;0.0000
age,chf,hepatitis,endstage.renal.disease;0.0000
age,chf,hepatitis,chronic.kidney.disease;0.0000
age,chf,hepatitis,asthma;0.0002
age,chf,hepatitis,copd;0.0000
age,chf,hepatitis,dementia;0.0000
age,chf,hepatitis,cancer;0.0000
age,chf,endstage.renal.disease,chronic.kidney.disease;0.0007
age,chf,endstage.renal.disease,asthma;0.0000
age,chf,endstage.renal.disease,copd;-0.0001
age,chf,endstage.renal.disease,dementia;0.0001
age,chf,endstage.renal.disease,cancer;0.0000
age,chf,chronic.kidney.disease,asthma;0.0002
age,chf,chronic.kidney.disease,copd;0.0002
age,chf,chronic.kidney.disease,dementia;0.0003
age,chf,chronic.kidney.disease,cancer;0.0003
age,chf,asthma,copd;-0.0004
age,chf,asthma,dementia;0.0001
age,chf,asthma,cancer;0.0002
age,chf,copd,dementia;0.0002
age,chf,copd,cancer;0.0001
age,chf,dementia,cancer;0.0006
age,cerebrovascular.disease,hepatitis,endstage.renal.disease;0.0000
age,cerebrovascular.disease,hepatitis,chronic.kidney.disease;-0.0000
age,cerebrovascular.disease,hepatitis,asthma;-0.0000
age,cerebrovascular.disease,hepatitis,copd;-0.0000
age,cerebrovascular.disease,hepatitis,dementia;0.0000
age,cerebrovascular.disease,hepatitis,cancer;0.0000
age,cerebrovascular.disease,endstage.renal.disease,chronic.kidney.disease;0.0001
age,cerebrovascular.disease,endstage.renal.disease,asthma;0.0000
age,cerebrovascular.disease,endstage.renal.disease,copd;0.0000
age,cerebrovascular.disease,endstage.renal.disease,dementia;-0.0000
age,cerebrovascular.disease,endstage.renal.disease,cancer;0.0000
age,cerebrovascular.disease,chronic.kidney.disease,asthma;0.0000
age,cerebrovascular.disease,chronic.kidney.disease,copd;0.0000
age,cerebrovascular.disease,chronic.kidney.disease,dementia;-0.0000
age,cerebrovascular.disease,chronic.kidney.disease,cancer;0.0000
age,cerebrovascular.disease,asthma,copd;0.0000
age,cerebrovascular.disease,asthma,dementia;0.0000
age,cerebrovascular.disease,asthma,cancer;0.0000
age,cerebrovascular.disease,copd,dementia;0.0000
age,cerebrovascular.disease,copd,cancer;0.0000
age,cerebrovascular.disease,dementia,cancer;0.0002
age,hepatitis,endstage.renal.disease,chronic.kidney.disease;0.0000
age,hepatitis,endstage.renal.disease,asthma;0.0000
age,hepatitis,endstage.renal.disease,copd;-0.0000
age,hepatitis,endstage.renal.disease,dementia;0.0000
age,hepatitis,endstage.renal.disease,cancer;-0.0000
age,hepatitis,chronic.kidney.disease,asthma;-0.0000
age,hepatitis,chronic.kidney.disease,copd;-0.0000
age,hepatitis,chronic.kidney.disease,dementia;0.0000
age,hepatitis,chronic.kidney.disease,cancer;-0.0000
age,hepatitis,asthma,copd;0.0000
age,hepatitis,asthma,dementia;-0.0000
age,hepatitis,asthma,cancer;-0.0000
age,hepatitis,copd,dementia;-0.0000
age,hepatitis,copd,cancer;-0.0000
age,hepatitis,dementia,cancer;-0.0000
age,endstage.renal.disease,chronic.kidney.disease,asthma;0.0000
age,endstage.renal.disease,chronic.kidney.disease,copd;0.0001
age,endstage.renal.disease,chronic.kidney.disease,dementia;0.0000
age,endstage.renal.disease,chronic.kidney.disease,cancer;0.0000
age,endstage.renal.disease,asthma,copd;-0.0000
age,endstage.renal.disease,asthma,dementia;-0.0000
age,endstage.renal.disease,asthma,cancer;0.0000
age,endstage.renal.disease,copd,dementia;0.0000
age,endstage.renal.disease,copd,cancer;0.0000
age,endstage.renal.disease,dementia,cancer;0.0001
age,chronic.kidney.disease,asthma,copd;-0.0001
age,chronic.kidney.disease,asthma,dementia;0.0000
age,chronic.kidney.disease,asthma,cancer;0.0000
age,chronic.kidney.disease,copd,dementia;0.0000
age,chronic.kidney.disease,copd,cancer;0.0000
age,chronic.kidney.disease,dementia,cancer;0.0001
age,asthma,copd,dementia;0.0000
age,asthma,copd,cancer;-0.0002
age,asthma,dementia,cancer;0.0000
age,copd,dementia,cancer;-0.0000
race,sex,hypertension,hyperlipidemia;-0.0010
race,sex,hypertension,diabetes;-0.0087
race,sex,hypertension,coronary.artery.disease;0.0058
race,sex,hypertension,chf;-0.0025
race,sex,hypertension,cerebrovascular.disease;-0.0000
race,sex,hypertension,hepatitis;-0.0001
race,sex,hypertension,endstage.renal.disease;-0.0005
race,sex,hypertension,chronic.kidney.disease;0.0001
race,sex,hypertension,asthma;-0.0016
race,sex,hypertension,copd;-0.0001
race,sex,hypertension,dementia;0.0002
race,sex,hypertension,cancer;-0.0026
race,sex,hyperlipidemia,diabetes;-0.0033
race,sex,hyperlipidemia,coronary.artery.disease;0.0069
race,sex,hyperlipidemia,chf;0.0015
race,sex,hyperlipidemia,cerebrovascular.disease;0.0001
race,sex,hyperlipidemia,hepatitis;0.0000
race,sex,hyperlipidemia,endstage.renal.disease;-0.0002
race,sex,hyperlipidemia,chronic.kidney.disease;0.0002
race,sex,hyperlipidemia,asthma;-0.0001
race,sex,hyperlipidemia,copd;-0.0001
race,sex,hyperlipidemia,dementia;0.0019
race,sex,hyperlipidemia,cancer;-0.0003
race,sex,diabetes,coronary.artery.disease;0.0001
race,sex,diabetes,chf;0.0024
race,sex,diabetes,cerebrovascular.disease;0.0007
race,sex,diabetes,hepatitis;0.0000
race,sex,diabetes,endstage.renal.disease;-0.0003
race,sex,diabetes,chronic.kidney.disease;0.0000
race,sex,diabetes,asthma;-0.0001
race,sex,diabetes,copd;-0.0001
race,sex,diabetes,dementia;0.0025
race,sex,diabetes,cancer;-0.0000
race,sex,coronary.artery.disease,chf;0.0054
race,sex,coronary.artery.disease,cerebrovascular.disease;-0.0003
race,sex,coronary.artery.disease,hepatitis;0.0000
race,sex,coronary.artery.disease,endstage.renal.disease;0.0001
race,sex,coronary.artery.disease,chronic.kidney.disease;0.0007
race,sex,coronary.artery.disease,asthma;-0.0006
race,sex,coronary.artery.disease,copd;0.0008
race,sex,coronary.artery.disease,dementia;0.0014
race,sex,coronary.artery.disease,cancer;0.0018
race,sex,chf,cerebrovascular.disease;0.0002
race,sex,chf,hepatitis;0.0001
race,sex,chf,endstage.renal.disease;-0.0002
race,sex,chf,chronic.kidney.disease;-0.0004
race,sex,chf,asthma;-0.0000
race,sex,chf,copd;-0.0004
race,sex,chf,dementia;0.0003
race,sex,chf,cancer;0.0006
race,sex,cerebrovascular.disease,hepatitis;0.0000
race,sex,cerebrovascular.disease,endstage.renal.disease;0.0001
race,sex,cerebrovascular.disease,chronic.kidney.disease;0.0001
race,sex,cerebrovascular.disease,asthma;-0.0001
race,sex,cerebrovascular.disease,copd;0.0000
race,sex,cerebrovascular.disease,dementia;-0.0001
